t[s]	U[V]	I[A]	Piro[°C]	TC-K[°C]
  5,810	 10,920	 21,002	700,051	882,718
  5,820	 10,921	 20,979	700,070	882,718
  5,830	 10,921	 20,974	700,082	882,718
  5,840	 10,922	 20,941	700,061	882,718
  5,850	 10,926	 20,936	700,056	882,718
  5,860	 10,931	 20,913	700,056	882,718
  5,870	 10,927	 20,903	700,060	882,718
  5,880	 10,920	 20,888	700,074	882,718
  5,890	 10,917	 20,876	700,085	882,718
  5,900	 10,916	 20,868	700,101	882,718
  5,910	 10,915	 20,850	700,106	882,718
  5,920	 10,919	 20,844	700,110	882,718
  5,930	 10,916	 20,826	700,089	882,718
  5,940	 10,919	 20,823	700,083	882,718
  5,950	 10,919	 20,810	700,091	882,718
  5,960	 10,921	 20,800	700,083	882,718
  5,970	 10,926	 20,782	700,037	882,718
  5,980	 10,924	 20,764	700,052	882,718
  5,990	 10,922	 20,749	700,081	882,718
  6,000	 10,924	 20,728	700,064	882,718
  6,010	 10,916	 20,720	700,049	882,718
  6,020	 10,916	 20,697	700,098	882,718
  6,030	 10,920	 20,692	700,117	882,718
  6,040	 10,917	 20,664	700,063	882,696
  6,050	 10,919	 20,656	700,060	882,696
  6,060	 10,919	 20,637	700,078	882,718
  6,070	 10,923	 20,626	700,075	882,718
  6,080	 10,924	 20,613	700,067	882,718
  6,090	 10,929	 20,599	700,075	882,718
  6,100	 10,923	 20,592	700,083	882,718
  6,110	 10,920	 20,576	700,037	882,701
  6,120	 10,921	 20,573	700,014	882,693
  6,130	 10,918	 20,552	700,064	882,714
  6,140	 10,922	 20,545	700,069	882,718
  6,150	 10,915	 20,525	700,006	882,718
  6,160	 10,919	 20,516	700,031	882,712
  6,170	 10,920	 20,503	700,113	882,693
  6,180	 10,924	 20,482	700,098	882,704
  6,190	 10,927	 20,470	700,077	882,718
  6,200	 10,923	 20,447	700,057	882,733
  6,210	 10,922	 20,442	700,044	882,742
  6,220	 10,925	 20,413	700,066	882,722
  6,230	 10,922	 20,407	700,070	882,718
  6,240	 10,920	 20,384	700,084	882,718
  6,250	 10,915	 20,372	700,852	882,713
  6,260	 10,916	 20,353	704,128	882,693
  6,270	 10,916	 20,344	707,673	882,693
  6,280	 10,922	 20,338	713,458	882,693
  6,290	 10,925	 20,320	719,402	882,707
  6,300	 10,921	 20,314	723,887	882,718
  6,310	 10,921	 20,292	730,885	882,718
  6,320	 10,920	 20,288	733,094	882,718
  6,330	 10,926	 20,269	742,392	882,718
  6,340	 10,923	 20,261	744,153	882,714
  6,350	 10,918	 20,244	751,965	882,693
  6,360	 10,917	 20,231	754,860	882,701
  6,370	 10,919	 20,220	760,738	882,718
  6,380	 10,917	 20,195	765,241	882,718
  6,390	 10,920	 20,185	769,398	882,718
  6,400	 10,920	 20,158	775,529	882,700
  6,410	 10,922	 20,153	778,034	882,693
  6,420	 10,924	 20,127	785,527	882,715
  6,430	 10,920	 20,118	787,149	882,718
  6,440	 10,927	 20,095	795,132	882,718
  6,450	 10,922	 20,085	797,369	882,718
  6,460	 10,920	 20,075	803,121	882,718
  6,470	 10,915	 20,056	807,133	882,718
  6,480	 10,916	 20,046	811,657	882,718
  6,490	 10,919	 20,025	817,218	882,702
  6,500	 10,920	 20,021	820,083	882,693
  6,510	 10,918	 20,006	827,152	882,714
  6,520	 10,917	 20,000	828,728	882,717
  6,530	 10,921	 19,981	836,620	882,693
  6,540	 10,923	 19,967	838,519	882,699
  6,550	 10,927	 19,949	844,876	882,718
  6,560	 10,922	 19,933	848,204	882,718
  6,570	 10,914	 19,922	852,799	882,718
  6,580	 10,917	 19,899	858,162	882,718
  6,590	 10,914	 19,893	861,592	882,718
  6,600	 10,922	 19,864	867,640	882,718
  6,610	 10,921	 19,858	869,152	882,718
  6,620	 10,915	 19,829	877,059	882,718
  6,630	 10,919	 19,820	878,526	882,718
  6,640	 10,919	 19,805	884,848	882,718
  6,650	 10,927	 19,789	887,978	882,718
  6,660	 10,921	 19,777	893,308	882,718
  6,670	 10,918	 19,764	897,689	882,704
  6,680	 10,920	 19,759	901,132	882,693
  6,690	 10,921	 19,729	906,871	882,712
  6,700	 10,919	 19,724	908,784	882,718
  6,710	 10,916	 19,705	916,017	882,718
  6,720	 10,921	 19,700	917,517	882,718
  6,730	 10,923	 19,691	924,465	882,718
  6,740	 10,921	 19,671	926,943	882,718
  6,750	 10,922	 19,653	932,209	882,718
  6,760	 10,922	 19,631	935,925	882,718
  6,770	 10,927	 19,621	939,495	882,718
  6,780	 10,926	 19,599	945,022	882,718
  6,790	 10,922	 19,594	947,391	882,718
  6,800	 10,921	 19,565	954,195	882,696
  6,810	 10,916	 19,555	955,628	882,695
  6,820	 10,916	 19,530	962,435	882,718
  6,830	 10,920	 19,520	964,422	882,718
  6,840	 10,922	 19,507	969,797	882,718
  6,850	 10,920	 19,492	973,303	882,707
  6,860	 10,922	 19,484	977,420	882,693
  6,870	 10,921	 19,463	982,155	882,709
  6,880	 10,923	 19,459	984,705	882,718
  6,890	 10,920	 19,437	991,293	882,718
  6,900	 10,862	 18,786	992,768	882,718
  6,910	  7,555	 16,479	999,907	882,718
  6,920	  4,321	 12,723	1001,469	882,718
  6,930	  4,222	  7,318	1007,004	882,718
  6,940	  4,298	  7,628	1009,898	882,708
  6,950	  4,294	  7,834	1014,062	882,693
  6,960	  4,298	  7,839	1018,017	882,708
  6,970	  4,307	  7,841	1020,654	882,718
  6,980	  4,310	  7,854	1025,097	882,699
  6,990	  4,308	  7,855	1026,278	882,693
  7,000	  4,312	  7,859	1031,708	882,717
  7,010	  4,315	  7,860	1032,706	882,718
  7,020	  4,318	  7,863	1037,035	882,718
  7,030	  4,316	  7,867	1038,596	882,718
  7,040	  4,315	  7,870	1041,371	882,718
  7,050	  4,313	  7,875	1043,442	882,718
  7,060	  4,313	  7,877	1045,136	882,718
  7,070	  4,314	  7,880	1047,619	882,718
  7,080	  4,315	  7,882	1048,491	882,718
  7,090	  4,315	  7,892	1051,856	882,695
  7,100	  4,319	  7,893	1052,428	882,696
  7,110	  4,323	  7,895	1054,764	882,718
  7,120	  4,322	  7,894	1055,535	882,718
  7,130	  4,319	  7,892	1057,249	882,718
  7,140	  4,322	  7,887	1058,534	882,718
  7,150	  4,316	  7,884	1059,819	882,718
  7,160	  4,324	  7,887	1061,166	882,718
  7,170	  4,314	  7,887	1061,771	882,718
  7,180	  4,318	  7,877	1063,707	882,718
  7,190	  4,315	  7,875	1064,097	882,718
  7,200	  4,318	  7,871	1065,778	882,718
  7,210	  4,321	  7,870	1066,218	882,718
  7,220	  4,320	  7,869	1067,469	882,718
  7,230	  4,322	  7,875	1068,366	882,718
  7,240	  4,327	  7,878	1069,462	882,718
  7,250	  4,320	  7,877	1070,173	882,718
  7,260	  4,317	  7,876	1070,572	882,718
  7,270	  4,322	  7,875	1071,767	882,718
  7,280	  4,319	  7,876	1072,046	882,718
  7,290	  4,318	  7,879	1073,710	882,718
  7,300	  4,322	  7,880	1073,846	882,718
  7,310	  4,320	  7,881	1074,354	882,718
  7,320	  4,319	  7,874	1074,880	882,718
  7,330	  4,320	  7,870	1075,669	882,718
  7,340	  4,322	  7,864	1076,398	882,718
  7,350	  4,328	  7,862	1076,904	882,718
  7,360	  4,323	  7,860	1077,391	882,718
  7,370	  4,321	  7,859	1077,529	882,718
  7,380	  4,321	  7,853	1078,371	882,718
  7,390	  4,320	  7,851	1078,560	882,718
  7,400	  4,323	  7,845	1079,413	882,718
  7,410	  4,319	  7,847	1079,649	882,718
  7,420	  4,319	  7,848	1080,087	882,718
  7,430	  4,320	  7,850	1080,586	882,718
  7,440	  4,322	  7,851	1081,012	882,718
  7,450	  4,324	  7,851	1081,403	882,718
  7,460	  4,320	  7,851	1081,547	882,718
  7,470	  4,322	  7,855	1082,251	882,718
  7,480	  4,325	  7,855	1082,353	882,718
  7,490	  4,323	  7,854	1082,685	882,718
  7,500	  4,320	  7,853	1082,955	882,718
  7,510	  4,318	  7,852	1083,587	882,718
  7,520	  4,319	  7,842	1083,836	882,718
  7,530	  4,322	  7,838	1084,095	882,718
  7,540	  4,318	  7,832	1084,745	882,701
  7,550	  4,322	  7,831	1085,051	882,693
  7,560	  4,324	  7,829	1085,242	882,715
  7,570	  4,320	  7,827	1085,281	882,716
  7,580	  4,319	  7,821	1085,445	882,693
  7,590	  4,336	  7,821	1085,555	882,700
  7,600	  4,331	  7,820	1085,884	882,718
  7,610	  4,330	  7,822	1086,116	882,718
  7,620	  4,327	  7,823	1086,411	882,718
  7,630	  4,311	  7,822	1086,422	882,718
  7,640	  4,316	  7,822	1086,429	882,718
  7,650	  4,320	  7,824	1086,906	882,718
  7,660	  4,323	  7,825	1087,019	882,718
  7,670	  4,319	  7,830	1087,812	882,718
  7,680	  4,320	  7,830	1087,820	882,718
  7,690	  4,324	  7,830	1087,851	882,718
  7,700	  4,320	  7,823	1087,970	882,718
  7,710	  4,323	  7,818	1088,157	882,718
  7,720	  4,327	  7,809	1088,290	882,718
  7,730	  4,316	  7,807	1088,386	882,718
  7,740	  4,317	  7,804	1088,834	882,718
  7,750	  4,314	  7,803	1088,968	882,718
  7,760	  4,321	  7,794	1088,757	882,718
  7,770	  4,322	  7,793	1088,869	882,718
  7,780	  4,323	  7,792	1089,552	882,718
  7,790	  4,323	  7,791	1089,482	882,718
  7,800	  4,323	  7,790	1089,345	882,718
  7,810	  4,323	  7,790	1089,596	882,718
  7,820	  4,323	  7,790	1089,818	882,718
  7,830	  4,319	  7,797	1089,882	882,718
  7,840	  4,322	  7,797	1089,907	882,718
  7,850	  4,322	  7,794	1090,088	882,718
  7,860	  4,322	  7,794	1090,108	882,718
  7,870	  4,324	  7,792	1090,129	882,718
  7,880	  4,317	  7,789	1090,168	882,718
  7,890	  4,315	  7,787	1090,263	882,718
  7,900	  4,324	  7,784	1090,409	882,718
  7,910	  4,325	  7,783	1090,567	882,718
  7,920	  4,328	  7,779	1090,685	882,718
  7,930	  4,330	  7,779	1090,743	882,718
  7,940	  4,320	  7,774	1091,177	882,718
  7,950	  4,319	  7,771	1091,264	882,718
  7,960	  4,318	  7,760	1091,574	882,718
  7,970	  4,315	  7,763	1091,532	882,718
  7,980	  4,317	  7,767	1091,399	882,718
  7,990	  4,323	  7,768	1091,454	882,707
  8,000	  4,323	  7,769	1091,527	882,693
  8,010	  4,320	  7,764	1091,483	882,709
  8,020	  4,320	  7,763	1091,457	882,718
  8,030	  4,321	  7,766	1091,548	882,698
  8,040	  4,327	  7,766	1091,569	882,693
  8,050	  4,327	  7,768	1091,657	882,693
  8,060	  4,322	  7,768	1091,668	882,698
  8,070	  4,319	  7,767	1091,713	882,718
  8,080	  4,318	  7,762	1091,753	882,718
  8,090	  4,317	  7,758	1091,816	882,718
  8,100	  4,318	  7,756	1092,043	882,718
  8,110	  4,318	  7,755	1092,214	882,718
  8,120	  4,322	  7,744	1092,288	882,699
  8,130	  4,324	  7,742	1092,311	882,693
  8,140	  4,330	  7,734	1092,683	882,717
  8,150	  4,331	  7,735	1092,739	882,718
  8,160	  4,326	  7,735	1092,961	882,718
  8,170	  4,321	  7,735	1092,839	882,718
  8,180	  4,317	  7,736	1092,592	882,718
  8,190	  4,320	  7,741	1092,937	882,718
  8,200	  4,317	  7,743	1093,255	882,718
  8,210	  4,321	  7,742	1093,069	882,718
  8,220	  4,322	  7,742	1092,993	882,718
  8,230	  4,321	  7,740	1093,254	882,718
  8,240	  4,322	  7,742	1093,281	882,718
  8,250	  4,322	  7,747	1093,258	882,718
  8,260	  4,326	  7,740	1093,247	882,718
  8,270	  4,328	  7,732	1093,218	882,718
  8,280	  4,318	  7,729	1093,233	882,718
  8,290	  4,320	  7,727	1093,251	882,718
  8,300	  4,315	  7,724	1093,232	882,718
  8,310	  4,321	  7,723	1093,222	882,718
  8,320	  4,313	  7,716	1093,231	882,718
  8,330	  4,306	  7,715	1093,233	882,717
  8,340	  4,313	  7,713	1093,250	882,693
  8,350	  4,331	  7,711	1093,245	882,693
  8,360	  4,319	  7,708	1093,229	882,693
  8,370	  4,326	  7,712	1093,251	882,704
  8,380	  4,328	  7,714	1093,282	882,718
  8,390	  4,324	  7,710	1093,288	882,718
  8,400	  4,328	  7,708	1093,292	882,718
  8,410	  4,320	  7,712	1093,449	882,718
  8,420	  4,330	  7,711	1093,489	882,718
  8,430	  4,320	  7,708	1093,504	882,718
  8,440	  4,319	  7,708	1093,507	882,718
  8,450	  4,320	  7,708	1093,518	882,718
  8,460	  4,321	  7,705	1093,516	882,718
  8,470	  4,326	  7,703	1093,512	882,718
  8,480	  4,327	  7,698	1093,517	882,718
  8,490	  4,325	  7,696	1093,521	882,718
  8,500	  4,335	  7,692	1093,481	882,718
  8,510	  4,330	  7,691	1093,468	882,718
  8,520	  4,324	  7,687	1093,511	882,718
  8,530	  4,317	  7,684	1093,524	882,715
  8,540	  4,328	  7,676	1093,599	882,693
  8,550	  4,314	  7,677	1093,592	882,693
  8,560	  4,322	  7,678	1093,576	882,693
  8,570	  4,315	  7,684	1093,568	882,706
  8,580	  4,317	  7,687	1093,560	882,718
  8,590	  4,323	  7,684	1093,640	882,718
  8,600	  4,331	  7,684	1093,674	882,718
  8,610	  4,329	  7,686	1093,553	882,718
  8,620	  4,315	  7,687	1093,534	882,716
  8,630	  4,318	  7,690	1093,490	882,693
  8,640	  4,308	  7,685	1093,543	882,700
  8,650	  4,313	  7,679	1093,687	882,718
  8,660	  4,317	  7,674	1093,608	882,718
  8,670	  4,316	  7,672	1093,516	882,718
  8,680	  4,320	  7,673	1093,546	882,718
  8,690	  4,325	  7,673	1093,563	882,718
  8,700	  4,320	  7,664	1093,498	882,697
  8,710	  4,325	  7,661	1093,488	882,693
  8,720	  4,321	  7,654	1093,556	882,693
  8,730	  4,330	  7,653	1093,549	882,699
  8,740	  4,319	  7,653	1093,527	882,718
  8,750	  4,324	  7,655	1093,530	882,718
  8,760	  4,333	  7,657	1093,534	882,718
  8,770	  4,318	  7,660	1093,534	882,718
  8,780	  4,338	  7,661	1093,535	882,718
  8,790	  4,330	  7,662	1093,530	882,718
  8,800	  4,313	  7,662	1093,529	882,718
  8,810	  4,325	  7,661	1093,561	882,718
  8,820	  4,324	  7,663	1093,560	882,718
  8,830	  4,331	  7,665	1093,550	882,718
  8,840	  4,315	  7,658	1093,543	882,718
  8,850	  4,323	  7,652	1093,529	882,718
  8,860	  4,322	  7,648	1093,542	882,704
  8,870	  4,311	  7,646	1093,552	882,693
  8,880	  4,318	  7,640	1093,566	882,693
  8,890	  4,317	  7,639	1093,570	882,693
  8,900	  4,314	  7,633	1093,598	882,716
  8,910	  4,325	  7,631	1093,600	882,721
  8,920	  4,325	  7,626	1093,600	882,742
  8,930	  4,320	  7,628	1093,600	882,735
  8,940	  4,329	  7,630	1093,598	882,718
  8,950	  4,320	  7,631	1093,595	882,718
  8,960	  4,324	  7,632	1093,593	882,718
  8,970	  4,326	  7,633	1093,560	882,718
  8,980	  4,310	  7,634	1093,545	882,718
  8,990	  4,310	  7,636	1093,565	882,696
  9,000	  4,320	  7,637	1093,569	882,695
  9,010	  4,318	  7,640	1093,593	882,718
  9,020	  4,317	  7,635	1093,593	882,718
  9,030	  4,328	  7,629	1093,592	882,718
  9,040	  4,321	  7,624	1093,582	882,718
  9,050	  4,327	  7,621	1093,569	882,718
  9,060	  4,322	  7,618	1093,555	882,718
  9,070	  4,325	  7,618	1093,548	882,718
  9,080	  4,322	  7,615	1093,583	882,698
  9,090	  4,323	  7,613	1093,589	882,693
  9,100	  4,319	  7,605	1093,549	882,693
  9,110	  4,325	  7,604	1093,539	882,699
  9,120	  4,318	  7,601	1093,504	882,718
  9,130	  4,313	  7,603	1093,528	882,718
  9,140	  4,319	  7,604	1093,563	882,718
  9,150	  4,327	  7,605	1093,594	882,703
  9,160	  4,328	  7,605	1093,615	882,693
  9,170	  4,325	  7,607	1093,600	882,712
  9,180	  4,324	  7,608	1093,596	882,718
  9,190	  4,322	  7,619	1093,507	882,718
  9,200	  4,322	  7,615	1093,516	882,718
  9,210	  4,320	  7,609	1093,579	882,718
  9,220	  4,322	  7,606	1093,570	882,718
  9,230	  4,319	  7,605	1093,552	882,718
  9,240	  4,319	  7,596	1093,558	882,705
  9,250	  4,325	  7,593	1093,563	882,693
  9,260	  4,319	  7,587	1093,635	882,711
  9,270	  4,323	  7,585	1093,661	882,718
  9,280	  4,325	  7,578	1093,285	882,718
  9,290	  4,329	  7,580	1093,255	882,718
  9,300	  4,324	  7,585	1093,275	882,718
  9,310	  4,325	  7,583	1093,111	882,718
  9,320	  4,318	  7,581	1092,727	882,718
  9,330	  4,327	  7,585	1092,821	882,706
  9,340	  4,324	  7,587	1092,919	882,693
  9,350	  4,321	  7,583	1093,104	882,710
  9,360	  4,316	  7,583	1093,192	882,718
  9,370	  4,313	  7,584	1093,190	882,718
  9,380	  4,324	  7,585	1093,176	882,716
  9,390	  4,313	  7,590	1092,969	882,693
  9,400	  4,320	  7,586	1092,885	882,700
  9,410	  4,324	  7,580	1092,633	882,718
  9,420	  4,325	  7,576	1092,874	882,707
  9,430	  4,319	  7,573	1093,179	882,693
  9,440	  4,316	  7,573	1092,894	882,709
  9,450	  4,325	  7,574	1092,726	882,718
  9,460	  4,328	  7,567	1092,684	882,698
  9,470	  4,328	  7,565	1092,675	882,694
  9,480	  4,326	  7,555	1092,695	882,718
  9,490	  4,318	  7,556	1092,631	882,713
  9,500	  4,328	  7,557	1092,376	882,693
  9,510	  4,319	  7,560	1092,272	882,703
  9,520	  4,315	  7,562	1092,109	882,718
  9,530	  4,324	  7,562	1092,219	882,704
  9,540	  4,306	  7,562	1092,299	882,693
  9,550	  4,312	  7,562	1092,334	882,712
  9,560	  4,307	  7,562	1092,344	882,718
  9,570	  4,308	  7,563	1092,308	882,718
  9,580	  4,320	  7,562	1092,281	882,718
  9,590	  4,319	  7,562	1092,136	882,718
  9,600	  4,331	  7,558	1092,028	882,718
  9,610	  4,321	  7,554	1091,818	882,718
  9,620	  4,320	  7,548	1091,845	882,718
  9,630	  4,326	  7,546	1091,870	882,718
  9,640	  4,322	  7,542	1091,802	882,700
  9,650	  4,323	  7,541	1091,776	882,693
  9,660	  4,326	  7,540	1091,545	882,716
  9,670	  4,338	  7,539	1091,534	882,715
  9,680	  4,315	  7,536	1091,640	882,693
  9,690	  4,333	  7,533	1091,608	882,693
  9,700	  4,314	  7,530	1091,528	882,693
  9,710	  4,320	  7,534	1091,619	882,693
  9,720	  4,313	  7,535	1091,717	882,693
  9,730	  4,314	  7,537	1091,686	882,693
  9,740	  4,321	  7,537	1091,670	882,693
  9,750	  4,322	  7,538	1091,785	882,714
  9,760	  4,320	  7,540	1091,797	882,717
  9,770	  4,322	  7,545	1091,678	882,693
  9,780	  4,324	  7,541	1091,639	882,699
  9,790	  4,318	  7,535	1091,515	882,718
  9,800	  4,322	  7,530	1091,509	882,718
  9,810	  4,320	  7,527	1091,500	882,718
  9,820	  4,319	  7,523	1091,518	882,718
  9,830	  4,336	  7,522	1091,528	882,718
  9,840	  4,323	  7,521	1091,287	882,698
  9,850	  4,336	  7,519	1091,230	882,693
  9,860	  4,311	  7,515	1091,291	882,718
  9,870	  4,329	  7,514	1091,230	882,718
  9,880	  4,313	  7,512	1090,971	882,718
  9,890	  4,315	  7,513	1091,142	882,718
  9,900	  4,308	  7,514	1091,420	882,718
  9,910	  4,316	  7,511	1091,285	882,718
  9,920	  4,319	  7,510	1091,183	882,718
  9,930	  4,320	  7,514	1090,988	882,718
  9,940	  4,325	  7,515	1090,926	882,718
  9,950	  4,315	  7,521	1090,711	882,695
  9,960	  4,325	  7,520	1090,788	882,697
  9,970	  4,325	  7,518	1091,331	882,718
  9,980	  4,323	  7,515	1091,093	882,710
  9,990	  4,319	  7,511	1090,611	882,693
 10,000	  4,312	  7,506	1090,653	882,706
 10,010	  4,334	  7,504	1090,692	882,718
 10,020	  4,322	  7,496	1090,647	882,718
 10,030	  4,332	  7,495	1090,629	882,718
 10,040	  4,297	  7,491	1090,619	882,718
 10,050	  4,306	  7,489	1090,622	882,718
 10,060	  4,319	  7,485	1090,656	882,718
 10,070	  4,320	  7,487	1090,653	882,711
 10,080	  4,335	  7,489	1090,643	882,693
 10,090	  4,334	  7,491	1090,514	882,705
 10,100	  4,323	  7,492	1090,369	882,718
 10,110	  4,321	  7,491	1090,192	882,702
 10,120	  4,317	  7,490	1090,101	882,693
 10,130	  4,309	  7,494	1090,329	882,714
 10,140	  4,317	  7,495	1090,362	882,717
 10,150	  4,326	  7,495	1090,189	882,693
 10,160	  4,328	  7,494	1090,218	882,699
 10,170	  4,334	  7,493	1090,315	882,718
 10,180	  4,321	  7,487	1090,195	882,718
 10,190	  4,334	  7,483	1090,028	882,718
 10,200	  4,311	  7,479	1090,153	882,703
 10,210	  4,321	  7,478	1090,233	882,693
 10,220	  4,309	  7,473	1090,209	882,713
 10,230	  4,297	  7,472	1090,202	882,718
 10,240	  4,318	  7,468	1090,030	882,694
 10,250	  4,306	  7,468	1090,020	882,693
 10,260	  4,352	  7,469	1089,981	882,693
 10,270	  4,335	  7,472	1089,909	882,693
 10,280	  4,325	  7,474	1089,786	882,693
 10,290	  4,330	  7,469	1089,781	882,707
 10,300	  4,304	  7,467	1089,778	882,718
 10,310	  4,314	  7,470	1089,833	882,718
 10,320	  4,315	  7,470	1089,851	882,718
 10,330	  4,326	  7,473	1089,817	882,695
 10,340	  4,337	  7,473	1089,799	882,697
 10,350	  4,344	  7,472	1089,689	882,718
 10,360	  4,313	  7,469	1089,700	882,710
 10,370	  4,318	  7,466	1089,722	882,693
 10,380	  4,295	  7,460	1089,667	882,693
 10,390	  4,299	  7,458	1089,614	882,693
 10,400	  4,328	  7,455	1089,732	882,693
 10,410	  4,295	  7,454	1089,783	882,693
 10,420	  4,352	  7,447	1089,531	882,715
 10,430	  4,316	  7,447	1089,501	882,718
 10,440	  4,356	  7,447	1089,524	882,718
 10,450	  4,334	  7,445	1089,478	882,711
 10,460	  4,299	  7,443	1089,356	882,693
 10,470	  4,323	  7,443	1089,306	882,705
 10,480	  4,307	  7,443	1089,247	882,718
 10,490	  4,328	  7,446	1089,457	882,718
 10,500	  4,319	  7,447	1089,570	882,718
 10,510	  4,325	  7,448	1089,306	882,718
 10,520	  4,323	  7,449	1089,247	882,717
 10,530	  4,328	  7,449	1088,973	882,693
 10,540	  4,320	  7,447	1088,980	882,693
 10,550	  4,315	  7,444	1089,002	882,693
 10,560	  4,322	  7,441	1088,999	882,693
 10,570	  4,312	  7,439	1088,995	882,693
 10,580	  4,323	  7,434	1088,963	882,708
 10,590	  4,309	  7,433	1088,942	882,718
 10,600	  4,329	  7,429	1088,978	882,699
 10,610	  4,313	  7,428	1088,988	882,693
 10,620	  4,332	  7,422	1088,733	882,693
 10,630	  4,321	  7,424	1088,708	882,698
 10,640	  4,331	  7,426	1088,608	882,718
 10,650	  4,331	  7,425	1088,624	882,718
 10,660	  4,328	  7,424	1088,652	882,718
 10,670	  4,335	  7,427	1088,376	882,718
 10,680	  4,311	  7,428	1088,149	882,718
 10,690	  4,323	  7,431	1088,128	882,700
 10,700	  4,308	  7,431	1088,120	882,693
 10,710	  4,322	  7,435	1088,161	882,716
 10,720	  4,312	  7,433	1088,177	882,718
 10,730	  4,327	  7,430	1088,271	882,718
 10,740	  4,318	  7,428	1088,215	882,718
 10,750	  4,327	  7,427	1088,090	882,718
 10,760	  4,327	  7,416	1088,125	882,718
 10,770	  4,321	  7,412	1088,161	882,718
 10,780	  4,329	  7,414	1088,334	882,718
 10,790	  4,307	  7,414	1088,412	882,718
 10,800	  4,326	  7,404	1087,883	882,718
 10,810	  4,311	  7,403	1087,811	882,716
 10,820	  4,328	  7,400	1087,818	882,693
 10,830	  4,321	  7,404	1087,828	882,700
 10,840	  4,328	  7,408	1087,856	882,718
 10,850	  4,334	  7,407	1087,847	882,707
 10,860	  4,311	  7,406	1087,835	882,693
 10,870	  4,322	  7,404	1087,810	882,693
 10,880	  4,304	  7,404	1087,796	882,693
 10,890	  4,322	  7,411	1087,852	882,693
 10,900	  4,324	  7,412	1087,863	882,694
 10,910	  4,334	  7,417	1087,838	882,718
 10,920	  4,313	  7,413	1087,842	882,718
 10,930	  4,332	  7,407	1087,856	882,718
 10,940	  4,305	  7,403	1087,824	882,708
 10,950	  4,318	  7,400	1087,776	882,693
 10,960	  4,328	  7,397	1087,746	882,708
 10,970	  4,309	  7,396	1087,725	882,718
 10,980	  4,336	  7,395	1087,642	882,699
 10,990	  4,322	  7,393	1087,619	882,693
 11,000	  4,332	  7,383	1087,340	882,693
 11,010	  4,324	  7,383	1087,364	882,693
 11,020	  4,319	  7,383	1087,537	882,693
 11,030	  4,327	  7,384	1087,419	882,702
 11,040	  4,308	  7,386	1087,201	882,718
 11,050	  4,322	  7,386	1087,391	882,718
 11,060	  4,298	  7,386	1087,553	882,718
 11,070	  4,315	  7,388	1087,536	882,700
 11,080	  4,323	  7,389	1087,529	882,693
 11,090	  4,338	  7,391	1087,011	882,693
 11,100	  4,328	  7,390	1086,968	882,696
 11,110	  4,330	  7,388	1086,981	882,718
 11,120	  4,310	  7,386	1086,974	882,718
 11,130	  4,319	  7,384	1086,959	882,718
